dia,mes,dia_update,cant_positivos,inc_positivos,cant_activos,inc_activos,cant_defunciones,inc_defunciones,cant_sospechosos,inc_sospechosos,cant_recuperados,inc_recuperados,tasa_letalidad,inc_letalidad,cant_camas,inc_camas,municipio_mas_positivos,semaforo,prom_defunciones,prom_acumulados,prom_recuperados,chart_acumulados_title,chart_letalidad_title,chart_recuperados_title,chart_defunciones_title,chart_positivos_title,defunciones_title,camas_title,cant_defunciones_MZO,inc_defunciones_MZO,porc_defunciones_MZO,porc_width_def_MZO,value_now_def_MZO,cant_defunciones_TEC,inc_defunciones_TEC,porc_defunciones_TEC,porc_width_def_TEC,value_now_def_TEC,cant_defunciones_VILLA,inc_defunciones_VILLA,porc_defunciones_VILLA,porc_width_def_VILLA,value_now_def_VILLA,cant_defunciones_COL,inc_defunciones_COL,porc_defunciones_COL,porc_width_def_COL,value_now_def_COL,cant_defunciones_CUA,inc_defunciones_CUA,porc_defunciones_CUA,porc_width_def_CUA,value_now_def_CUA,cant_defunciones_ARM,inc_defunciones_ARM,porc_defunciones_ARM,porc_width_def_ARM,value_now_def_ARM,cant_defunciones_COQ,inc_defunciones_COQ,porc_defunciones_COQ,porc_width_def_COQ,value_now_def_COQ,cant_defunciones_MIN,inc_defunciones_MIN,porc_defunciones_MIN,porc_width_def_MIN,value_now_def_MIN,cant_defunciones_IXT,inc_defunciones_IXT,porc_defunciones_IXT,porc_width_def_IXT,value_now_def_IXT,cant_defunciones_COM,inc_defunciones_COM,porc_defunciones_COM,porc_width_def_COM,value_now_def_COM,activos_title,cant_activos_MZO,inc_activos_MZO,porc_activos_MZO,porc_width_act_MZO,value_now_act_MZO,cant_activos_TEC,inc_activos_TEC,porc_activos_TEC,porc_width_act_TEC,value_now_act_TEC,cant_activos_VILLA,inc_activos_VILLA,porc_activos_VILLA,porc_width_act_VILLA,value_now_act_VILLA,cant_activos_COL,inc_activos_COL,porc_activos_COL,porc_width_act_COL,value_now_act_COL,cant_activos_CUA,inc_activos_CUA,porc_activos_CUA,porc_width_act_CUA,value_now_act_CUA,cant_activos_ARM,inc_activos_ARM,porc_activos_ARM,porc_width_act_ARM,value_now_act_ARM,cant_activos_COQ,inc_activos_COQ,porc_activos_COQ,porc_width_act_COQ,value_now_act_COQ,cant_activos_MIN,inc_activos_MIN,porc_activos_MIN,porc_width_act_MIN,value_now_act_MIN,cant_activos_IXT,inc_activos_IXT,porc_activos_IXT,porc_width_act_IXT,value_now_act_IXT,cant_activos_COM,inc_activos_COM,porc_activos_COM,porc_width_act_COM,value_now_act_COM,positivos_title,cant_positivos_MZO,inc_positivos_MZO,porc_positivos_MZO,porc_width_pos_MZO,value_now_pos_MZO,cant_positivos_TEC,inc_positivos_TEC,porc_positivos_TEC,porc_width_pos_TEC,value_now_pos_TEC,cant_positivos_VILLA,inc_positivos_VILLA,porc_positivos_VILLA,porc_width_pos_VILLA,value_now_pos_VILLA,cant_positivos_COL,inc_positivos_COL,porc_positivos_COL,porc_width_pos_COL,value_now_pos_COL,cant_positivos_CUA,inc_positivos_CUA,porc_positivos_CUA,porc_width_pos_CUA,value_now_pos_CUA,cant_positivos_ARM,inc_positivos_ARM,porc_positivos_ARM,porc_width_pos_ARM,value_now_pos_ARM,cant_positivos_COQ,inc_positivos_COQ,porc_positivos_COQ,porc_width_pos_COQ,value_now_pos_COQ,cant_positivos_MIN,inc_positivos_MIN,porc_positivos_MIN,porc_width_pos_MIN,value_now_pos_MIN,cant_positivos_IXT,inc_positivos_IXT,porc_positivos_IXT,porc_width_pos_IXT,value_now_pos_IXT,cant_positivos_COM,inc_positivos_COM,porc_positivos_COM,porc_width_pos_COM,value_now_pos_COM,url_youtube,url_reporte,porc_tot_activos_MZO,porc_tot_activos_TEC,porc_tot_activos_VILLA,porc_tot_activos_COL,cant_tot_activos_MZO,cant_tot_activos_TEC,cant_tot_activos_VILLA,cant_tot_activos_COL,date,lugar_camas_general,lugar_camas_ventilador,municipios_acum_chart,valeur,camas_general,leyenda_camas_general,camas_ventilador,leyenda_camas_ventilador,pie,cant_negativos,inc_negativos,cant_vacunados,inc_vacunados,hgm_ocupacion_general,hru_ocupacion_general,mzo_ocupacion_general,hgz10_ocupacion_general,dmto_ocupacion_general,hgz1_ocupacion_general,hgtdjfrg_ocupacion_general,hgsmft_ocupacion_general,hgm_ocupacion_ventilador,hru_ocupacion_ventilador,mzo_ocupacion_ventilador,hgz10_ocupacion_ventilador,dmto_ocupacion_ventilador,hgz1_ocupacion_ventilador,hgtdjfrg_ocupacion_ventilador,hgsmft_ocupacion_ventilador
16,Febrero,16 de Febrero,9660,29,383,-25,1081,6,56,4,8283,48,11.19,0.03,N/D,N/D,Manzanillo +9,ROJO,4.0,37.2,31.0,Casos positivos acumulados. Para el día de hoy:,Tasa de letalidad en casos positivos acumulados. Para el día de hoy:,Personas recuperadas para el día de hoy: +,Defunciones para el día de hoy: +,Casos positivos acumulados para el día de hoy: +,"Defunciones totales, hoy: +",** Camas disponibles al,339,1,31.35,width: 31%,31,144,0,13.32,width: 13%,13,187,1,17.29,width: 17%,17,264,4,24.42,width: 24%,24,45,0,4.16,width: 4%,4,28,0,2.59,width: 3%,3,23,0,2.12,width: 2%,2,7,0,0.64,width: 1%,1,16,0,1.48,width: 1%,1,28,0,2.59,width: 3%,3,"Casos activos totales, hoy: ",113,-11,29.50,width: 30%,30,29,3,7.57,width: 8%,8,81,-8,21.14,width: 21%,21,112,-5,29.24,width: 29%,29,25,-3,6.52,width: 7%,7,6,-2,1.56,width: 2%,2,9,1,2.34,width: 2%,2,2,0,0.52,width: 1%,1,2,0,0.52,width: 1%,1,4,0,1.04,width: 1%,1,"Casos positivos acumulados por municipio, para el día de hoy: +",2685,9,31.03,width: 31%,31,1284,5,17.24,width: 17%,17,2217,6,20.68,width: 21%,21,2559,7,24.13,width: 24%,24,306,0,0.00,width: 0%,0,158,0,0.00,width: 0%,0,165,2,6.89,width: 7%,7,54,0,0.00,width: 0%,0,114,0,0.00,width: 0%,0,118,0,0.00,width: 0%,0,https://www.youtube.com/watch?v=Nku8A8QhtvA,http://admiweb.col.gob.mx/archivos_prensa/banco_img/file_602c86ad23a59_reporte_covid19_021621.pdf,27.80,13.29,22.95,26.49,2685,1284,2217,2559,TRUE,4/33,4/33,"[""Mzo. 31.03%"",""Tecomán 17.24%"",""V. de A. 20.68%"",""Colima 24.13%"",""Cuauh 0%"",""Armería 0%"",""Coqui 6.89%"",""Mina 0%"",""Ixtla 0%"",""Comala 0%""]","[9,5,6,7,0,0,2,0,0,0]",80%,width: 80%;,85%,width: 85%;,"[2685,1284,2217,2559]",9665,+62,915383,+165701,22,63,0,15,50,50,30,8,57,86,0,47,100,48,0,0
